Asset,Asset Class,Mode,Frequency,Sharpe,Win Rate %,vs B&H %,Trades/yr,Max Drawdown %,Total Return %,B&H Return %
RR.L,stock,Signal-Only,Daily,0.00,71.0,-440.62,0,0.00,0.00,440.62
RR.L,stock,Signal-Only,Weekly,0.00,75.7,-440.62,0,0.00,0.00,440.62
RR.L,stock,Signal-Only,Monthly,0.00,72.0,-440.62,0,0.00,0.00,440.62
AZN.L,stock,Academic,Daily,5.40,70.4,596.26,54,4.17,632.32,36.06
AZN.L,stock,Academic,Weekly,3.74,68.1,264.20,23,3.67,300.25,36.06
AZN.L,stock,Academic,Monthly,1.42,75.9,34.97,8,12.17,71.03,36.06
AZN.L,stock,Realistic,Daily,4.79,70.4,405.19,127,2.94,441.25,36.06
AZN.L,stock,Realistic,Weekly,1.83,68.1,37.26,42,8.50,73.32,36.06
AZN.L,stock,Realistic,Monthly,0.85,75.9,4.86,10,21.86,40.92,36.06
AZN.L,stock,Signal-Only,Daily,0.00,70.4,-36.06,0,0.00,0.00,36.06
AZN.L,stock,Signal-Only,Weekly,0.00,68.1,-36.06,0,0.00,0.00,36.06
AZN.L,stock,Signal-Only,Monthly,0.00,75.9,-36.06,0,0.00,0.00,36.06
XLP,stock,Academic,Daily,5.46,72.8,148.11,44,1.74,168.61,20.50
XLP,stock,Academic,Weekly,3.02,68.8,61.70,21,5.53,82.20,20.50
XLP,stock,Academic,Monthly,1.63,68.0,10.75,5,6.55,31.25,20.50
XLP,stock,Realistic,Daily,4.97,72.8,111.89,122,1.75,132.40,20.50
XLP,stock,Realistic,Weekly,1.47,68.8,11.05,32,6.30,31.55,20.50
XLP,stock,Realistic,Monthly,0.89,68.0,-6.59,9,6.06,13.91,20.50
XLP,stock,Signal-Only,Daily,0.00,72.8,-20.50,0,0.00,0.00,20.50
XLP,stock,Signal-Only,Weekly,0.00,68.8,-20.50,0,0.00,0.00,20.50
XLP,stock,Signal-Only,Monthly,0.00,68.0,-20.50,0,0.00,0.00,20.50
XLU,stock,Academic,Daily,5.87,76.5,273.35,37,2.37,323.67,50.32
XLU,stock,Academic,Weekly,4.04,77.2,115.00,21,3.11,165.32,50.32
XLU,stock,Academic,Monthly,1.27,75.0,-21.02,7,9.11,29.30,50.32
XLU,stock,Realistic,Daily,5.01,76.5,178.95,92,2.19,229.27,50.32
XLU,stock,Realistic,Weekly,2.09,77.2,-0.95,35,5.12,49.38,50.32
XLU,stock,Realistic,Monthly,1.26,75.0,-37.90,9,3.95,12.42,50.32
XLU,stock,Signal-Only,Daily,0.00,76.5,-50.32,0,0.00,0.00,50.32
XLU,stock,Signal-Only,Weekly,0.00,77.2,-50.32,0,0.00,0.00,50.32
XLU,stock,Signal-Only,Monthly,0.00,75.0,-50.32,0,0.00,0.00,50.32
XLRE,stock,Academic,Daily,5.84,73.6,309.02,46,2.50,332.10,23.08
XLRE,stock,Academic,Weekly,3.94,71.3,128.43,23,3.54,151.51,23.08
XLRE,stock,Academic,Monthly,1.72,64.7,21.14,5,5.28,44.22,23.08
XLRE,stock,Realistic,Daily,5.01,73.6,176.90,112,2.40,199.99,23.08
XLRE,stock,Realistic,Weekly,1.59,71.3,16.44,38,7.16,39.52,23.08
XLRE,stock,Realistic,Monthly,1.64,64.7,-12.38,6,1.90,10.70,23.08
XLRE,stock,Signal-Only,Daily,0.00,73.6,-23.08,0,0.00,0.00,23.08
XLRE,stock,Signal-Only,Weekly,0.00,71.3,-23.08,0,0.00,0.00,23.08
XLRE,stock,Signal-Only,Monthly,0.00,64.7,-23.08,0,0.00,0.00,23.08
XLK,stock,Academic,Daily,6.16,72.7,766.95,42,3.30,830.71,63.75
XLK,stock,Academic,Weekly,3.60,72.3,219.80,21,6.28,283.55,63.75
XLK,stock,Academic,Monthly,1.54,72.7,5.57,5,11.68,69.32,63.75
XLK,stock,Realistic,Daily,5.42,72.7,417.93,108,3.35,481.68,63.75
XLK,stock,Realistic,Weekly,1.72,72.3,9.81,31,8.30,73.56,63.75
XLK,stock,Realistic,Monthly,0.79,72.7,-30.19,8,18.56,33.56,63.75
XLK,stock,Signal-Only,Daily,0.00,72.7,-63.75,0,0.00,0.00,63.75
XLK,stock,Signal-Only,Weekly,0.00,72.3,-63.75,0,0.00,0.00,63.75
XLK,stock,Signal-Only,Monthly,0.00,72.7,-63.75,0,0.00,0.00,63.75
EURUSD=X,fx,Academic,Daily,5.68,75.8,74.94,39,0.99,84.73,9.80
EURUSD=X,fx,Academic,Weekly,2.11,74.5,12.15,11,3.67,21.95,9.80
EURUSD=X,fx,Academic,Monthly,1.68,78.3,10.51,4,2.23,20.30,9.80
EURUSD=X,fx,Realistic,Daily,4.66,75.8,50.16,107,0.80,59.96,9.80
EURUSD=X,fx,Realistic,Weekly,1.22,74.5,-2.87,18,2.03,6.93,9.80
EURUSD=X,fx,Realistic,Monthly,0.38,78.3,-7.49,8,5.46,2.30,9.80
EURUSD=X,fx,Signal-Only,Daily,0.00,75.8,-9.80,0,0.00,0.00,9.80
EURUSD=X,fx,Signal-Only,Weekly,0.00,74.5,-9.80,0,0.00,0.00,9.80
EURUSD=X,fx,Signal-Only,Monthly,0.00,78.3,-9.80,0,0.00,0.00,9.80
GBPUSD=X,fx,Academic,Daily,6.23,76.9,81.35,43,0.84,91.09,9.74
GBPUSD=X,fx,Academic,Weekly,1.89,74.5,15.47,11,4.47,25.21,9.74
GBPUSD=X,fx,Academic,Monthly,1.42,70.8,6.83,7,3.93,16.57,9.74
GBPUSD=X,fx,Realistic,Daily,4.85,76.9,55.13,105,1.37,64.86,9.74
GBPUSD=X,fx,Realistic,Weekly,1.25,74.5,5.24,18,5.04,14.97,9.74
GBPUSD=X,fx,Realistic,Monthly,1.16,70.8,0.34,9,2.88,10.08,9.74
GBPUSD=X,fx,Signal-Only,Daily,0.00,76.9,-9.74,0,0.00,0.00,9.74
GBPUSD=X,fx,Signal-Only,Weekly,0.00,74.5,-9.74,0,0.00,0.00,9.74
GBPUSD=X,fx,Signal-Only,Monthly,0.00,70.8,-9.74,0,0.00,0.00,9.74
USDJPY=X,fx,Academic,Daily,5.75,73.1,117.45,38,1.58,123.84,6.39
USDJPY=X,fx,Academic,Weekly,2.96,63.8,23.17,10,1.06,29.56,6.39
USDJPY=X,fx,Academic,Monthly,0.41,57.7,-0.86,6,7.71,5.53,6.39
USDJPY=X,fx,Realistic,Daily,4.83,73.1,85.16,109,1.58,91.55,6.39
USDJPY=X,fx,Realistic,Weekly,2.00,63.8,2.81,15,1.69,9.20,6.39
USDJPY=X,fx,Realistic,Monthly,1.20,57.7,0.94,9,2.09,7.33,6.39
USDJPY=X,fx,Signal-Only,Daily,0.00,73.1,-6.39,0,0.00,0.00,6.39
USDJPY=X,fx,Signal-Only,Weekly,0.00,63.8,-6.39,0,0.00,0.00,6.39
USDJPY=X,fx,Signal-Only,Monthly,0.00,57.7,-6.39,0,0.00,0.00,6.39
AUDUSD=X,fx,Academic,Daily,5.56,76.1,107.46,35,1.51,118.21,10.75
AUDUSD=X,fx,Academic,Weekly,2.01,75.0,22.38,9,5.14,33.13,10.75
AUDUSD=X,fx,Academic,Monthly,1.19,62.5,6.25,6,5.56,17.00,10.75
AUDUSD=X,fx,Realistic,Daily,4.77,76.1,77.82,108,1.51,88.57,10.75
AUDUSD=X,fx,Realistic,Weekly,1.29,75.0,8.51,14,5.34,19.25,10.75
AUDUSD=X,fx,Realistic,Monthly,0.91,62.5,-0.51,9,4.90,10.24,10.75
AUDUSD=X,fx,Signal-Only,Daily,0.00,76.1,-10.75,0,0.00,0.00,10.75
AUDUSD=X,fx,Signal-Only,Weekly,0.00,75.0,-10.75,0,0.00,0.00,10.75
AUDUSD=X,fx,Signal-Only,Monthly,0.00,62.5,-10.75,0,0.00,0.00,10.75
USDCHF=X,fx,Academic,Daily,5.38,73.5,84.50,46,0.87,72.27,-12.23
USDCHF=X,fx,Academic,Weekly,0.38,72.7,17.43,8,12.21,5.20,-12.23
USDCHF=X,fx,Academic,Monthly,0.33,76.0,15.86,5,7.59,3.63,-12.23
USDCHF=X,fx,Realistic,Daily,4.33,73.5,62.38,111,1.15,50.15,-12.23
USDCHF=X,fx,Realistic,Weekly,-0.05,72.7,10.76,13,10.07,-1.47,-12.23
USDCHF=X,fx,Realistic,Monthly,0.13,76.0,13.02,9,5.54,0.79,-12.23
USDCHF=X,fx,Signal-Only,Daily,0.00,73.5,12.23,0,0.00,0.00,-12.23
USDCHF=X,fx,Signal-Only,Weekly,0.00,72.7,12.23,0,0.00,0.00,-12.23
USDCHF=X,fx,Signal-Only,Monthly,0.00,76.0,12.23,0,0.00,0.00,-12.23
USDCAD=X,fx,Academic,Daily,5.42,72.4,48.37,33,0.75,48.37,0.00
USDCAD=X,fx,Academic,Weekly,2.34,71.7,19.31,10,3.33,19.31,0.00
USDCAD=X,fx,Academic,Monthly,1.44,80.0,12.54,4,3.03,12.54,0.00
USDCAD=X,fx,Realistic,Daily,4.40,72.4,37.26,100,1.41,37.26,0.00
USDCAD=X,fx,Realistic,Weekly,1.39,71.7,9.83,14,3.33,9.83,0.00
USDCAD=X,fx,Realistic,Monthly,0.77,80.0,4.61,8,2.75,4.61,0.00
USDCAD=X,fx,Signal-Only,Daily,0.00,72.4,-0.00,0,0.00,0.00,0.00
USDCAD=X,fx,Signal-Only,Weekly,0.00,71.7,-0.00,0,0.00,0.00,0.00
USDCAD=X,fx,Signal-Only,Monthly,0.00,80.0,-0.00,0,0.00,0.00,0.00
NZDUSD=X,fx,Academic,Daily,5.73,74.8,123.37,42,1.62,122.86,-0.51
NZDUSD=X,fx,Academic,Weekly,2.55,85.4,31.45,10,2.16,30.94,-0.51
NZDUSD=X,fx,Academic,Monthly,0.57,60.9,8.05,7,6.81,7.54,-0.51
NZDUSD=X,fx,Realistic,Daily,4.45,74.8,84.09,110,1.63,83.58,-0.51
NZDUSD=X,fx,Realistic,Weekly,1.53,85.4,12.05,15,3.15,11.54,-0.51
NZDUSD=X,fx,Realistic,Monthly,0.34,60.9,4.55,9,7.95,4.03,-0.51
NZDUSD=X,fx,Signal-Only,Daily,0.00,74.8,0.51,0,0.00,0.00,-0.51
NZDUSD=X,fx,Signal-Only,Weekly,0.00,85.4,0.51,0,0.00,0.00,-0.51
NZDUSD=X,fx,Signal-Only,Monthly,0.00,60.9,0.51,0,0.00,0.00,-0.51
EURGBP=X,fx,Academic,Daily,4.68,72.9,36.07,36,0.72,35.95,-0.12
EURGBP=X,fx,Academic,Weekly,1.13,68.4,9.55,7,3.61,9.43,-0.12
EURGBP=X,fx,Academic,Monthly,0.47,88.9,3.69,3,3.91,3.57,-0.12
EURGBP=X,fx,Realistic,Daily,3.61,72.9,26.87,93,0.85,26.75,-0.12
EURGBP=X,fx,Realistic,Weekly,1.09,68.4,3.92,9,1.77,3.81,-0.12
EURGBP=X,fx,Realistic,Monthly,0.48,88.9,3.30,5,3.05,3.18,-0.12
EURGBP=X,fx,Signal-Only,Daily,0.00,72.9,0.12,0,0.00,0.00,-0.12
EURGBP=X,fx,Signal-Only,Weekly,0.00,68.4,0.12,0,0.00,0.00,-0.12
EURGBP=X,fx,Signal-Only,Monthly,0.00,88.9,0.12,0,0.00,0.00,-0.12
USDSGD=X,fx,Academic,Daily,4.79,73.7,42.00,39,0.94,35.42,-6.58
USDSGD=X,fx,Academic,Weekly,0.41,75.6,9.50,8,6.19,2.93,-6.58
USDSGD=X,fx,Academic,Monthly,0.57,62.5,10.81,5,5.80,4.23,-6.58
USDSGD=X,fx,Realistic,Daily,3.67,73.7,32.16,102,0.99,25.58,-6.58
USDSGD=X,fx,Realistic,Weekly,-0.01,75.6,5.88,13,6.19,-0.70,-6.58
USDSGD=X,fx,Realistic,Monthly,-0.36,62.5,3.54,8,6.74,-3.04,-6.58
USDSGD=X,fx,Signal-Only,Daily,0.00,73.7,6.58,0,0.00,0.00,-6.58
USDSGD=X,fx,Signal-Only,Weekly,0.00,75.6,6.58,0,0.00,0.00,-6.58
USDSGD=X,fx,Signal-Only,Monthly,0.00,62.5,6.58,0,0.00,0.00,-6.58
USDMXN=X,fx,Academic,Daily,4.35,75.1,124.16,38,2.65,122.66,-1.50
USDMXN=X,fx,Academic,Weekly,0.34,72.9,5.04,9,12.24,3.54,-1.50
USDMXN=X,fx,Academic,Monthly,0.61,57.1,11.59,4,4.89,10.09,-1.50
USDMXN=X,fx,Realistic,Daily,3.28,75.1,88.35,101,2.65,86.85,-1.50
USDMXN=X,fx,Realistic,Weekly,0.34,72.9,2.46,9,3.18,0.96,-1.50
USDMXN=X,fx,Realistic,Monthly,0.61,57.1,4.06,4,1.24,2.56,-1.50
USDMXN=X,fx,Signal-Only,Daily,0.00,75.1,1.50,0,0.00,0.00,-1.50
USDMXN=X,fx,Signal-Only,Weekly,0.00,72.9,1.50,0,0.00,0.00,-1.50
USDMXN=X,fx,Signal-Only,Monthly,0.00,57.1,1.50,0,0.00,0.00,-1.50
USDKRW=X,fx,Academic,Daily,5.49,71.2,98.19,64,1.41,109.28,11.09
USDKRW=X,fx,Academic,Weekly,1.39,76.4,14.13,13,9.26,25.22,11.09
USDKRW=X,fx,Academic,Monthly,1.28,67.9,10.52,5,5.73,21.60,11.09
USDKRW=X,fx,Realistic,Daily,4.63,71.2,68.29,150,1.50,79.37,11.09
USDKRW=X,fx,Realistic,Weekly,0.79,76.4,3.86,16,9.26,14.95,11.09
USDKRW=X,fx,Realistic,Monthly,0.85,67.9,1.44,9,4.51,12.52,11.09
USDKRW=X,fx,Signal-Only,Daily,0.00,71.2,-11.09,0,0.00,0.00,11.09
USDKRW=X,fx,Signal-Only,Weekly,0.00,76.4,-11.09,0,0.00,0.00,11.09
USDKRW=X,fx,Signal-Only,Monthly,0.00,67.9,-11.09,0,0.00,0.00,11.09
USDHKD=X,fx,Academic,Daily,5.17,76.4,1.70,37,0.35,1.75,0.04
USDHKD=X,fx,Academic,Weekly,0.35,76.9,-0.25,6,1.06,-0.20,0.04
USDHKD=X,fx,Academic,Monthly,-0.06,68.2,-0.68,5,1.29,-0.63,0.04
USDHKD=X,fx,Realistic,Daily,4.41,76.4,1.97,95,0.26,2.02,0.04
USDHKD=X,fx,Realistic,Weekly,0.06,76.9,-0.27,10,1.02,-0.23,0.04
USDHKD=X,fx,Realistic,Monthly,0.19,68.2,-0.12,8,0.75,-0.07,0.04
USDHKD=X,fx,Signal-Only,Daily,0.00,76.4,-0.04,0,0.00,0.00,0.04
USDHKD=X,fx,Signal-Only,Weekly,0.00,76.9,-0.04,0,0.00,0.00,0.04
USDHKD=X,fx,Signal-Only,Monthly,0.00,68.2,-0.04,0,0.00,0.00,0.04
USDTWD=X,fx,Academic,Daily,5.71,74.8,74.58,52,0.75,73.39,-1.20
USDTWD=X,fx,Academic,Weekly,0.47,76.6,7.78,11,13.36,6.58,-1.20
USDTWD=X,fx,Academic,Monthly,0.56,76.2,7.12,4,4.02,5.93,-1.20
USDTWD=X,fx,Realistic,Daily,4.84,74.8,47.28,118,0.93,46.08,-1.20
USDTWD=X,fx,Realistic,Weekly,0.15,76.6,2.67,14,13.36,1.48,-1.20
USDTWD=X,fx,Realistic,Monthly,0.59,76.2,6.26,7,3.34,5.06,-1.20
USDTWD=X,fx,Signal-Only,Daily,0.00,74.8,1.20,0,0.00,0.00,-1.20
USDTWD=X,fx,Signal-Only,Weekly,0.00,76.6,1.20,0,0.00,0.00,-1.20
USDTWD=X,fx,Signal-Only,Monthly,0.00,76.2,1.20,0,0.00,0.00,-1.20
USDTHB=X,fx,Academic,Daily,4.83,72.5,82.26,39,1.15,72.85,-9.41
USDTHB=X,fx,Academic,Weekly,0.33,84.8,13.55,8,12.98,4.14,-9.41
USDTHB=X,fx,Academic,Monthly,0.70,73.9,18.34,6,5.40,8.93,-9.41
USDTHB=X,fx,Realistic,Daily,3.88,72.5,60.83,99,1.17,51.42,-9.41
USDTHB=X,fx,Realistic,Weekly,-0.21,84.8,5.94,15,12.98,-3.47,-9.41
USDTHB=X,fx,Realistic,Monthly,0.37,73.9,11.48,8,3.34,2.07,-9.41
USDTHB=X,fx,Signal-Only,Daily,0.00,72.5,9.41,0,0.00,0.00,-9.41
USDTHB=X,fx,Signal-Only,Weekly,0.00,84.8,9.41,0,0.00,0.00,-9.41
USDTHB=X,fx,Signal-Only,Monthly,0.00,73.9,9.41,0,0.00,0.00,-9.41
USDIDR=X,fx,Academic,Daily,4.10,75.8,109.31,78,5.74,116.72,7.41
USDIDR=X,fx,Academic,Weekly,0.78,74.0,5.73,10,8.52,13.14,7.41
USDIDR=X,fx,Academic,Monthly,0.65,88.0,3.83,7,8.52,11.23,7.41
USDIDR=X,fx,Realistic,Daily,4.02,75.8,48.67,153,2.14,56.08,7.41
USDIDR=X,fx,Realistic,Weekly,0.33,74.0,-2.54,13,8.52,4.87,7.41
USDIDR=X,fx,Realistic,Monthly,0.38,88.0,-1.49,9,6.79,5.92,7.41
USDIDR=X,fx,Signal-Only,Daily,0.00,75.8,-7.41,0,0.00,0.00,7.41
USDIDR=X,fx,Signal-Only,Weekly,0.00,74.0,-7.41,0,0.00,0.00,7.41
USDIDR=X,fx,Signal-Only,Monthly,0.00,88.0,-7.41,0,0.00,0.00,7.41
USDMYR=X,fx,Academic,Daily,4.94,73.8,64.94,35,0.84,47.58,-17.35
USDMYR=X,fx,Academic,Weekly,-0.22,68.3,13.31,8,14.02,-4.04,-17.35
USDMYR=X,fx,Academic,Monthly,0.10,57.1,17.30,6,5.53,-0.06,-17.35
USDMYR=X,fx,Realistic,Daily,4.00,73.8,50.98,93,0.78,33.63,-17.35
USDMYR=X,fx,Realistic,Weekly,0.09,68.3,17.34,11,3.69,-0.02,-17.35
USDMYR=X,fx,Realistic,Monthly,-0.43,57.1,14.51,8,6.43,-2.85,-17.35
USDMYR=X,fx,Signal-Only,Daily,0.00,73.8,17.35,0,0.00,0.00,-17.35
USDMYR=X,fx,Signal-Only,Weekly,0.00,68.3,17.35,0,0.00,0.00,-17.35
USDMYR=X,fx,Signal-Only,Monthly,0.00,57.1,17.35,0,0.00,0.00,-17.35
USDPHP=X,fx,Academic,Daily,4.43,74.1,72.61,62,2.83,77.84,5.23
USDPHP=X,fx,Academic,Weekly,1.76,77.8,1.94,6,1.00,7.17,5.23
USDPHP=X,fx,Academic,Monthly,1.13,85.7,3.75,5,3.05,8.97,5.23
USDPHP=X,fx,Realistic,Daily,3.25,74.1,40.91,130,2.83,46.14,5.23
USDPHP=X,fx,Realistic,Weekly,0.96,77.8,-3.54,8,1.20,1.69,5.23
USDPHP=X,fx,Realistic,Monthly,0.66,85.7,-3.09,6,1.67,2.14,5.23
USDPHP=X,fx,Signal-Only,Daily,0.00,74.1,-5.23,0,0.00,0.00,5.23
USDPHP=X,fx,Signal-Only,Weekly,0.00,77.8,-5.23,0,0.00,0.00,5.23
USDPHP=X,fx,Signal-Only,Monthly,0.00,85.7,-5.23,0,0.00,0.00,5.23
USDINR=X,fx,Academic,Daily,5.26,74.9,24.27,52,0.56,36.77,12.51
USDINR=X,fx,Academic,Weekly,2.53,71.1,-0.40,9,0.81,12.10,12.51
USDINR=X,fx,Academic,Monthly,1.31,66.7,-1.44,4,2.60,11.06,12.51
USDINR=X,fx,Realistic,Daily,3.54,74.9,13.23,102,2.05,25.73,12.51
USDINR=X,fx,Realistic,Weekly,1.81,71.1,-9.15,13,0.60,3.36,12.51
USDINR=X,fx,Realistic,Monthly,1.12,66.7,-4.80,6,3.35,7.71,12.51
USDINR=X,fx,Signal-Only,Daily,0.00,74.9,-12.51,0,0.00,0.00,12.51
USDINR=X,fx,Signal-Only,Weekly,0.00,71.1,-12.51,0,0.00,0.00,12.51
USDINR=X,fx,Signal-Only,Monthly,0.00,66.7,-12.51,0,0.00,0.00,12.51
bitcoin,crypto,Academic,Daily,-0.70,47.6,-13.55,11,54.09,-38.65,-25.10
bitcoin,crypto,Academic,Weekly,-0.56,34.5,-8.97,4,50.65,-34.07,-25.10
bitcoin,crypto,Academic,Monthly,-0.18,66.7,5.65,1,49.53,-19.45,-25.10
bitcoin,crypto,Realistic,Daily,-0.53,47.6,-7.47,21,50.52,-32.57,-25.10
bitcoin,crypto,Realistic,Weekly,-0.53,34.5,-4.47,7,49.35,-29.57,-25.10
bitcoin,crypto,Realistic,Monthly,-0.38,66.7,11.29,2,32.22,-13.82,-25.10
bitcoin,crypto,Signal-Only,Daily,0.00,47.6,25.10,0,0.00,0.00,-25.10
bitcoin,crypto,Signal-Only,Weekly,0.00,34.5,25.10,0,0.00,0.00,-25.10
bitcoin,crypto,Signal-Only,Monthly,0.00,66.7,25.10,0,0.00,0.00,-25.10
cardano,crypto,Academic,Daily,-1.60,45.6,-15.25,20,83.16,-81.10,-65.85
cardano,crypto,Academic,Weekly,-0.54,44.0,17.10,8,60.27,-48.75,-65.85
cardano,crypto,Academic,Monthly,-0.66,66.7,6.87,1,74.45,-58.98,-65.85
cardano,crypto,Realistic,Daily,-1.32,45.6,-6.56,38,74.97,-72.41,-65.85
cardano,crypto,Realistic,Weekly,-0.64,44.0,16.42,11,62.37,-49.43,-65.85
cardano,crypto,Realistic,Monthly,-0.74,66.7,33.29,2,47.16,-32.56,-65.85
cardano,crypto,Signal-Only,Daily,0.00,45.6,65.85,0,0.00,0.00,-65.85
cardano,crypto,Signal-Only,Weekly,0.00,44.0,65.85,0,0.00,0.00,-65.85
cardano,crypto,Signal-Only,Monthly,0.00,66.7,65.85,0,0.00,0.00,-65.85
dogecoin,crypto,Academic,Daily,-0.37,47.6,7.02,17,62.87,-54.50,-61.52
dogecoin,crypto,Academic,Weekly,-0.37,35.5,10.12,4,70.44,-51.40,-61.52
dogecoin,crypto,Academic,Monthly,0.04,60.0,37.79,2,57.40,-23.73,-61.52
dogecoin,crypto,Realistic,Daily,-0.33,47.6,13.83,33,62.46,-47.69,-61.52
dogecoin,crypto,Realistic,Weekly,-0.36,35.5,11.09,7,69.00,-50.44,-61.52
dogecoin,crypto,Realistic,Monthly,-0.36,60.0,30.36,3,53.86,-31.16,-61.52
dogecoin,crypto,Signal-Only,Daily,0.00,47.6,61.52,0,0.00,0.00,-61.52
dogecoin,crypto,Signal-Only,Weekly,0.00,35.5,61.52,0,0.00,0.00,-61.52
dogecoin,crypto,Signal-Only,Monthly,0.00,60.0,61.52,0,0.00,0.00,-61.52
ethereum,crypto,Academic,Daily,0.61,55.3,44.66,17,47.97,22.94,-21.71
ethereum,crypto,Academic,Weekly,0.07,51.9,11.92,5,50.48,-9.80,-21.71
ethereum,crypto,Academic,Monthly,0.43,62.5,35.42,3,45.55,13.70,-21.71
ethereum,crypto,Realistic,Daily,0.56,55.3,41.47,37,46.80,19.76,-21.71
ethereum,crypto,Realistic,Weekly,0.35,51.9,30.34,12,45.70,8.63,-21.71
ethereum,crypto,Realistic,Monthly,-0.04,62.5,12.98,5,42.82,-8.73,-21.71
ethereum,crypto,Signal-Only,Daily,0.00,55.3,21.71,0,0.00,0.00,-21.71
ethereum,crypto,Signal-Only,Weekly,0.00,51.9,21.71,0,0.00,0.00,-21.71
ethereum,crypto,Signal-Only,Monthly,0.00,62.5,21.71,0,0.00,0.00,-21.71
ripple,crypto,Academic,Daily,-0.26,41.6,1.94,12,57.73,-45.92,-47.86
ripple,crypto,Academic,Weekly,-0.09,50.0,20.03,3,56.34,-27.83,-47.86
ripple,crypto,Academic,Monthly,-0.30,50.0,9.93,1,65.79,-37.93,-47.86
ripple,crypto,Realistic,Daily,-0.26,41.6,2.23,17,60.99,-45.63,-47.86
ripple,crypto,Realistic,Weekly,-0.27,50.0,12.48,5,63.53,-35.38,-47.86
ripple,crypto,Realistic,Monthly,-0.58,50.0,26.02,1,35.79,-21.84,-47.86
ripple,crypto,Signal-Only,Daily,0.00,41.6,47.86,0,0.00,0.00,-47.86
ripple,crypto,Signal-Only,Weekly,0.00,50.0,47.86,0,0.00,0.00,-47.86
ripple,crypto,Signal-Only,Monthly,0.00,50.0,47.86,0,0.00,0.00,-47.86
solana,crypto,Academic,Daily,0.06,44.7,23.72,13,56.21,-23.57,-47.29
solana,crypto,Academic,Weekly,-0.36,32.3,2.39,5,56.30,-44.90,-47.29
solana,crypto,Academic,Monthly,0.34,42.9,49.29,2,44.47,2.00,-47.29
solana,crypto,Realistic,Daily,-0.24,44.7,4.98,25,64.56,-42.31,-47.29
solana,crypto,Realistic,Weekly,-0.19,32.3,13.11,7,63.42,-34.18,-47.29
solana,crypto,Realistic,Monthly,-0.13,42.9,19.11,4,63.30,-28.18,-47.29
solana,crypto,Signal-Only,Daily,0.00,44.7,47.29,0,0.00,0.00,-47.29
solana,crypto,Signal-Only,Weekly,0.00,32.3,47.29,0,0.00,0.00,-47.29
solana,crypto,Signal-Only,Monthly,0.00,42.9,47.29,0,0.00,0.00,-47.29
tron,crypto,Academic,Daily,0.57,50.9,0.15,1,26.48,19.33,19.18
tron,crypto,Academic,Weekly,0.57,63.6,0.15,1,26.48,19.33,19.18
tron,crypto,Academic,Monthly,0.60,33.3,-0.30,1,26.48,18.88,19.18
tron,crypto,Realistic,Daily,0.56,50.9,-0.20,3,26.48,18.98,19.18
tron,crypto,Realistic,Weekly,0.63,63.6,0.84,3,26.48,20.02,19.18
tron,crypto,Realistic,Monthly,0.38,33.3,-11.05,3,22.32,8.13,19.18
tron,crypto,Signal-Only,Daily,0.00,50.9,-19.18,0,0.00,0.00,19.18
tron,crypto,Signal-Only,Weekly,0.00,63.6,-19.18,0,0.00,0.00,19.18
tron,crypto,Signal-Only,Monthly,0.00,33.3,-19.18,0,0.00,0.00,19.18
